,amt.pledged,blurb,by,category,currency,goal,location,num.backers,num.backers.tier,pledge.tier,title,url
3085,65840.0,"
Our Kickstarter campaign has ended but it's just the beginning of our journey. We are currently selling silver Toolcards on LeverGear.com
",Mike Scully,Product Design,usd,12000.0,"Asheville, NC",1375,"[32, 199, 500, 110, 100, 32, 367, 21, 1]","[5.0, 25.0, 28.0, 28.0, 35.0, 38.0, 50.0, 300.0, 1000.0]",Lever Gear Toolcard- 40 Tools in 1 Slim Card & Money Clip,/projects/270572750/lever-gear-toolcard-credit-card-sized-multitool-an
3086,91893.0,"
Decadent Minimalist One: A truly minimalist, coolest, precision crafted wallet machined from a single billet of aircraft-grade aluminum
",Erik Moon,Product Design,usd,5000.0,"San Francisco, CA",1375,"[14, 25, 11, 50, 250, 306, 5, 25, 300, 57, 36, 24, 10, 50, 48, 99, 11, 10, 6, 2, 1, 1]","[5.0, 40.0, 40.0, 45.0, 45.0, 45.0, 50.0, 55.0, 55.0, 55.0, 69.0, 69.0, 75.0, 80.0, 80.0, 100.0, 150.0, 250.0, 300.0, 500.0, 2500.0, 4500.0]",DM1: Decadent Minimalist One \u2013 Aluminum Wallet,/projects/mooner/decadent-minimalist-one-aluminum-wallet
3087,29562.0,"
myLED is the best notification light for iPhone and iPad that alerts to activity on your device
",myLED,Hardware,usd,18000.0,"London, UK",1374,"[10, 100, 200, 725, 40, 49, 179, 60]","[1.0, 10.0, 13.0, 15.0, 15.0, 18.0, 28.0, 28.0]",myLED - Bringing External Notifications to iPhone and iPad,/projects/673308573/myled-bringing-external-notifications-to-iphone-an
3088,207804.0,"
A re-imagining of the iconic Horror on the Orient Express, originally released by Chaosium in 1991.
",Chaosium Inc.,Games,usd,20000.0,"Hayward, CA",1374,"[18, 7, 23, 8, 89, 2, 2, 178, 232, 337, 1, 131, 10, 14, 78, 40, 9, 9, 29, 6, 68, 0, 8, 49, 5, 2, 3, 4, 0, 2, 6]","[1.0, 5.0, 10.0, 20.0, 20.0, 30.0, 45.0, 60.0, 70.0, 90.0, 100.0, 135.0, 150.0, 150.0, 160.0, 165.0, 180.0, 180.0, 195.0, 250.0, 300.0, 350.0, 400.0, 450.0, 500.0, 500.0, 500.0, 750.0, 750.0, 1000.0, 1500.0]",Horror on the Orient Express: Call of Cthulhu by Chaosium,/projects/448333182/horror-on-the-orient-express-a-chaosium-publicatio
3089,221826.0,"
A First of its Kind Stone & Steel Watch! Made With Genuine Stone Bezels/Links cut from Granite, Slate and Quartzite!
",Lexell Watches,Fashion,usd,15000.0,"Seattle, WA",1374,"[15, 42, 100, 49, 34, 297, 332, 3, 200, 139, 139]","[5.0, 89.0, 99.0, 99.0, 99.0, 109.0, 119.0, 179.0, 197.0, 209.0, 297.0]",Lexell Stone Watches: A Stone & Stainless Steel Watch,/projects/1624189419/lexell-stone-watches-a-stone-and-stainless-steel-w
3090,316176.0,"
AfterMaster TV is a revolutionary product that makes TV dialogue louder and clearer while making everything else sound fantastic.
",AfterMaster Audio Labs,Gadgets,usd,200000.0,"Hollywood, Los Angeles, CA",1374,"[20, 14, 5, 400, 329, 63, 157, 177, 119, 50, 20, 2, 4]","[5.0, 25.0, 50.0, 80.0, 100.0, 100.0, 120.0, 150.0, 200.0, 350.0, 2500.0, 5000.0, 5000.0]",AfterMaster TV. Television Audio Reinvented.,/projects/705025773/aftermaster-tv-television-audio-reinvented
3091,99660.0,"
Sanctuary is a little mossarium.
",Botanica Boutique,Product Design,aud,30000.0,"Adelaide, AU",1374,"[50, 39, 862, 296, 65, 24, 6, 1, 0, 0, 0, 4]","[25.0, 32.0, 32.0, 64.0, 95.0, 127.0, 159.0, 191.0, 222.0, 254.0, 286.0, 558.0]",SANCTUARY: Bring the outside in.,/projects/1072471510/sanctuary-bring-the-outside-in
3092,147206.0,"
The Gnomish Adventurers Project will produce a set of Gnome hero miniatures for dungeon-crawling, RPGs and 28mm tabletop wargames.
",Stonehaven Miniatures,Tabletop Games,usd,3500.0,"Powellton, VA",1374,"[31, 13, 18, 47, 5, 27, 6, 0, 7, 3, 97, 12, 58, 53, 39, 11, 25, 32, 29, 2, 11, 785, 43, 13]","[1.0, 6.0, 8.0, 13.0, 16.0, 30.0, 30.0, 30.0, 30.0, 30.0, 39.0, 39.0, 39.0, 52.0, 52.0, 53.0, 64.0, 67.0, 78.0, 79.0, 90.0, 120.0, 225.0, 275.0]",Gnomish Adventurers Box Set,/projects/2087444096/gnomish-adventurers-box-set
3093,126082.0,"
The Siva Atom is a lightweight USB generator to charge any of your personal electronics as you cycle. Easy and intuitive to install, you can charge while riding or once you arrive, thanks to the 1650mAh removable battery pack.
",Aaron Latzke & David Delcourt,Hardware,usd,85000.0,"San Francisco, CA",1373,"[77, 71, 300, 672, 146, 0]","[10.0, 35.0, 85.0, 95.0, 130.0, 5000.0]","The Siva Cycle Atom - Ride, Charge, Anywhere",/projects/332999904/the-siva-cycle-atom-powering-your-life-one-pedal-a
3094,133702.0,"
SYRE transforms your iPod Nano into a Bluetooth enabled smart watch that is perspiration resistant, durable and stylish.
",Any\xe9 Spivey,Product Design,usd,75000.0,"Oakland, CA",1373,"[13, 486, 300, 166, 300, 62, 4, 5]","[5.0, 50.0, 75.0, 99.0, 150.0, 199.0, 199.0, 900.0]","Meet SYRE, The World's First Bluetooth iPod Nano Watch Case",/projects/syre/meet-syre-the-worlds-first-bluetooth-ipod-nano-wat
3095,43933.0,"
Help bring to life a tactical whistle, made to military standards and guaranteed to be the most reliable tool of its kind.
",Cybernetic Research Labs,Product Design,usd,2700.0,"Tucson, AZ",1373,"[12, 298, 49, 181, 1, 65, 9, 134, 1, 64, 6, 66, 244, 12, 13, 11, 41, 102, 63]","[1.0, 10.0, 10.0, 12.0, 12.0, 18.0, 18.0, 20.0, 22.0, 22.0, 23.0, 27.0, 30.0, 31.0, 35.0, 36.0, 47.0, 56.0, 76.0]",Tactical Whistle,/projects/1838656053/tactical-whistle
3096,76768.0,"
The series shows an optimistic vision of the world if we apply science & technology for the benefit of all people and the environment.
",The Venus Project,Film &amp; Video,usd,22000.0,"Venus, FL",1372,"[160, 410, 240, 128, 185, 48, 13, 5, 1]","[1.0, 10.0, 25.0, 50.0, 100.0, 250.0, 500.0, 1000.0, 5000.0]","""The Choice is Ours"" documentary series",/projects/thechoiceisours/the-choice-is-ours-documentary-series
3097,25114.0,"
Explore the island of Quern and reveal the secrets of its past and present in this first-person puzzle adventure inspired by Myst.
",Zadbox Entertainment,Video Games,gbp,20000.0,"Folkestone, UK",1372,"[21, 2, 150, 632, 34, 142, 111, 156, 63, 36, 2, 17, 1, 1, 0]","[1.52, 8.0, 12.0, 15.0, 18.0, 23.0, 27.0, 30.0, 61.0, 99.0, 137.0, 182.0, 304.0, 760.0, 1520.0]",Quern - Undying Thoughts,/projects/1255217702/quern-undying-thoughts
3098,158541.0,"
The Cinefamily is a non-profit movie theater with awesome programming, but crappy everything else. Help fix it.
",The Cinefamily,Film &amp; Video,usd,144000.0,"Los Angeles, CA",1372,"[58, 163, 336, 119, 169, 21, 13, 31, 74, 10, 38, 93, 80, 4, 33, 3, 14, 6, 2, 0]","[5.0, 10.0, 25.0, 25.0, 50.0, 50.0, 50.0, 50.0, 100.0, 100.0, 100.0, 250.0, 300.0, 300.0, 550.0, 550.0, 1000.0, 2500.0, 5000.0, 10000.0]",Cinefamily Digital Projection & Theater Restoration!,/projects/cinefamily/cinefamily-digital-projection-and-theater-restorat
3099,75603.0,"
World's First Premium Car Dock. Stunning Aluminum Design. Works with lightning, 30-pin, micro-USB. iPhone 5S, 5C, 5, 4, Samsung, HTC.
",F\u016aZ Designs,Product Design,usd,50000.0,"Draper, UT",1372,"[494, 181, 83, 128, 400, 19, 9, 40]","[35.0, 39.0, 39.0, 49.0, 69.0, 74.0, 74.0, 74.0]","EverDock Go: Universal Car Dock for iPhone, Android",/projects/fuzdesigns/everdock-go-universal-car-dock-for-iphone-android
3100,20215.0,"
Modernizing older hits is all the rage. What if we went the other direction? - Daft Punk's hits, funky New Orleans brass band style.
",Earl Scioneaux,Music,usd,10000.0,"New Orleans, LA",1371,"[14, 602, 435, 118, 89, 2, 58, 1, 8, 2, 4, 4, 0, 5, 5, 1, 5, 5, 2, 1, 0, 0, 0, 0, 0, 1, 0, 2, 1, 0, 0, 2, 0]","[1.0, 5.0, 10.0, 25.0, 30.0, 30.0, 35.0, 45.0, 50.0, 50.0, 50.0, 55.0, 70.0, 70.0, 75.0, 90.0, 100.0, 100.0, 100.0, 120.0, 120.0, 120.0, 140.0, 140.0, 140.0, 150.0, 170.0, 200.0, 250.0, 300.0, 300.0, 350.0, 1000.0]",Brassft Punk - Daft Punk tribute via New Orleans brass band,/projects/Samplefreq/brassft-punk-daft-punk-tribute-via-new-orleans-bra
3101,86791.0,"
Reduce plastic waste and create alkaline anti-oxidant water whenever, wherever.
",DYLN Inspired,Product Design,usd,30000.0,"Costa Mesa, CA",1371,"[18, 0, 21, 5, 514, 46, 21, 316, 25, 61, 6, 257, 27, 39, 7, 2, 0, 0]","[1.0, 5.0, 24.0, 26.0, 34.0, 36.0, 37.0, 52.0, 55.0, 70.0, 75.0, 99.0, 104.0, 160.0, 170.0, 360.0, 380.0, 600.0]",DYLN \u2014 The Bottle That Creates Alkaline Water On the Go,/projects/dylninspired/dyln-the-bottle-that-creates-alkaline-water-on-the
3102,33732.0,"
Lightcase is a pop up photo studio that helps you photograph small objects quickly & professionally using a smartphone
",Dominic Crinson,Product Design,gbp,12000.0,"London, UK",1371,"[30, 200, 1000, 135]","[1.66, 37.0, 42.0, 45.0]",Lightcase | Pop up Photo Studio for Smartphones,/projects/640799395/lightcase
3103,66246.0,"
A gorgeous anthology of some of the most diverse, personal and insightful writing about video games in the universe.
",Leigh Alexander and Laura Hudson,Games,usd,30000.0,"Portland, OR",1370,"[260, 37, 709, 223, 29, 60, 6, 5]","[15.0, 25.0, 40.0, 50.0, 75.0, 100.0, 110.0, 500.0]",The Offworld Collection,/projects/1315256652/the-offworld-collection
3104,85043.0,"
Lucy Kaplansky and Richard Shindell are recording ""Tomorrow You're Going,"" an album of cover songs. Larry Campbell is producing.
",Pine Hill Project,Music,usd,40000.0,"Woodstock, NY",1370,"[203, 449, 5, 2, 5, 14, 8, 25, 300, 27, 3, 95, 7, 10, 8, 55, 1, 3, 2, 4, 3, 50, 20, 12, 30, 5, 1, 5, 0, 0, 3, 0]","[10.0, 15.0, 20.0, 24.0, 25.0, 25.0, 30.0, 35.0, 40.0, 40.0, 40.0, 50.0, 65.0, 75.0, 75.0, 80.0, 85.0, 85.0, 90.0, 100.0, 100.0, 120.0, 125.0, 125.0, 250.0, 500.0, 750.0, 1000.0, 1500.0, 3000.0, 6500.0, 10000.0]",The Pine Hill Project: Richard Shindell & Lucy Kaplansky CD,/projects/1893427276/the-pine-hill-project-richard-shindell-and-lucy-ka
3105,58400.0,"
Race against other players & press your luck to wrangle the most bandits to become Marshal. Feelin' lucky? Then roll into D6 Shooter!
",Robb De Nicola,Tabletop Games,usd,10000.0,"South Setauket, NY",1370,"[26, 26, 611, 642, 52, 10]","[1.0, 5.0, 19.0, 29.0, 100.0, 300.0]","D6 Shooter: A Fast Paced, Press Your Luck Western Dice Game!",/projects/epicscalegames/d6-shooter-a-fast-paced-press-your-luck-western-di
3106,35758.0,"
Kitaru combines its reverence for RPG classics w/ stealth elements, a complex, postmodern storyline, and stark, innovative visuals.
",Aoineko Studios,Video Games,usd,25000.0,"Phoenix, AZ",1368,"[955, 52, 163, 98, 30, 29, 7, 3, 2, 2, 0, 0]","[15.0, 20.0, 25.0, 50.0, 75.0, 100.0, 250.0, 300.0, 500.0, 1000.0, 1200.0, 3000.0]",Kitaru,/projects/bensteele/kitaru
3107,109332.0,"
Now you can brew coffee inside of your GoJoe mug to the perfect drinking temperature anytime, anywhere, at the push of a button.
",Jordan Warren,Product Design,usd,20000.0,"Atlanta, GA",1368,"[3, 49, 509, 594, 97, 19, 39, 12, 24, 3, 1, 0, 0]","[25.0, 39.0, 49.0, 69.0, 79.0, 149.0, 169.0, 199.0, 249.0, 399.0, 1000.0, 10000.0, 10000.0]",Hey Joe Coffee Mug - Brew Joe on the Go,/projects/163685099/hey-joe-coffee-mug-brew-joe-on-the-go
3108,65125.0,"
The 3rd collected volume of Oh Joy Sex Toy. A free sex education & toy review webcomic by Erika Moen, Matt Nolan & many Guest Artists.
",Erika Moen,Graphic Novels,usd,18000.0,"Portland, OR",1367,"[16, 171, 19, 174, 403, 217, 149, 54, 115, 20, 4, 10, 5]","[2.0, 10.0, 18.0, 25.0, 30.0, 40.0, 50.0, 60.0, 90.0, 100.0, 130.0, 250.0, 325.0]",Oh Joy Sex Toy: Volume 3,/projects/erikamoen/oh-joy-sex-toy-volume-3
3109,40177.0,"
Can't remember where you parked your car? Don't worry! Your iPhone 4S will, AUTOMATICALLY!
",FMC Smart,Technology,usd,10000.0,"San Francisco, CA",1367,"[13, 623, 726]","[1.0, 25.0, 30.0]",Find My Car Smarter,/projects/1628273204/find-my-car-smart
3110,68282.0,"
Lucky Penny is about Penny Brighton, a girl with really bad luck! Penny loses her job and her apartment in the same day, but it's okay!
",Johnny Wander,Comics,usd,17500.0,"Brooklyn, NY",1367,"[121, 593, 75, 108, 74, 111, 112, 75, 21, 50, 10, 0, 2, 1]","[10.0, 25.0, 35.0, 40.0, 50.0, 55.0, 70.0, 75.0, 90.0, 125.0, 200.0, 350.0, 375.0, 500.0]",Lucky Penny gets a book!,/projects/746734715/lucky-penny-gets-a-book
3111,57918.0,"
A novel about a girl who learns that all Stories are real, even the monstrous ones. With illustrations by some of comics' best artists!
",Kelly Thompson,Fiction,usd,20000.0,"New York, NY",1367,"[19, 152, 182, 74, 100, 24, 397, 169, 42, 39, 0, 0, 1, 1, 12, 1, 1, 1, 2, 0, 1, 11, 1, 4, 5, 2, 7, 20, 6, 7, 29, 6, 1, 0, 24, 7, 5, 2, 1, 1, 1, 1, 1, 1, 2, 1, 2]","[1.0, 10.0, 14.0, 15.0, 30.0, 30.0, 35.0, 39.0, 45.0, 50.0, 60.0, 60.0, 60.0, 60.0, 65.0, 65.0, 65.0, 65.0, 70.0, 70.0, 70.0, 75.0, 75.0, 75.0, 75.0, 75.0, 80.0, 85.0, 85.0, 90.0, 95.0, 100.0, 100.0, 120.0, 125.0, 125.0, 125.0, 125.0, 135.0, 150.0, 175.0, 175.0, 175.0, 200.0, 250.0, 850.0, 900.0]",Storykiller,/projects/532638631/storykiller
3112,27583.0,"
Tired of your MacBook power cable constantly falling out or not charging? This is the fix!
",Tetrio,Product Design,usd,9000.0,"Las Vegas, NV",1367,"[16, 250, 250, 539, 200, 109]","[1.0, 12.0, 15.0, 19.0, 19.0, 19.0]",Snuglet - Keeps your MacBook power cable connected!,/projects/snuglet/snuglet-keeps-your-macbook-power-cable-connected
3113,61609.0,"
We're building a totally free platform of tools for artists and labels to sell, share, and promote music directly to their fans.
",CASH Music,Software,usd,30000.0,"Portland, OR",1366,"[58, 636, 412, 116, 22, 33, 25, 3, 1, 1, 3]","[5.0, 10.0, 25.0, 50.0, 75.0, 100.0, 250.0, 500.0, 1000.0, 2000.0, 5000.0]",CASH Music Platform,/projects/cashmusic/cash-music-platform
3114,108306.0,"
FLUX+FLAP: The Magnetically Adaptable iPad Case for Unlimited Angles. Available for iPad 2, 3, 4, Mini, Mini 2, Mini 3, Air, Air 2, and soon to be Pro and Mini 4.
",Kenny Trythall  + newFlux,Design,usd,35000.0,"North Salt Lake, UT",1366,"[9, 300, 151, 300, 198, 91, 85, 74, 19, 22, 46, 13, 12]","[14.0, 49.0, 59.0, 59.0, 64.0, 64.0, 69.0, 69.0, 69.0, 89.0, 118.0, 178.0, 299.0]",FLUX FLAP: iPad Case with MAGNETS for Unlimited Angles,/projects/kennytrythall/flux-flap-ipad-case-with-magnets-for-unlimited-ang
3115,147399.0,"
Probably The World's Greatest Titanium Tweezers. Machined From Solid Grade 5 Titanium And Built To Last A Lifetime. Guaranteed For Life
",Magnus Macdonald,Design,nzd,4990.0,"Ohope, NZ",1366,"[176, 677, 288, 3, 164, 41]","[46.0, 49.0, 51.0, 72.0, 133.0, 205.0]",Titanium Tweezers - World's Best ...Guaranteed!,/projects/cogent/titanium-tweezers
3116,68884.0,"
The Bicycle® Excellence is a part of Elite's ""Premium Collection"" series. A new lineage of elegance in playing card design.
",Elite Playing Cards,Tabletop Games,usd,15000.0,"Sacramento, CA",1366,"[321, 342, 256, 91, 91, 6, 28, 46, 12, 46, 32, 13, 5, 1, 1, 21, 5, 4, 21, 10, 1, 1, 2, 1]","[10.0, 15.0, 19.0, 20.0, 28.0, 28.0, 35.0, 40.0, 50.0, 55.0, 69.0, 79.0, 90.0, 100.0, 100.0, 105.0, 150.0, 170.0, 200.0, 400.0, 500.0, 690.0, 790.0, 1000.0]",Excellence Bicycle\xae Playing Cards Deck,/projects/elitecards/excellence-bicycle-playing-cards-deck
3117,321314.0,"
Alpha is the world's first strapless, continuous heart rate watch that is ECG accurate, on the WRIST at run speeds up to 20 kph!
",Liz Dickinson,Product Design,usd,100000.0,"Vancouver, Canada",1366,"[34, 4, 99, 103, 97, 450, 187, 150, 15, 79, 63, 43, 2, 3, 8, 0, 10, 5, 6]","[1.0, 25.0, 99.0, 99.0, 149.0, 149.0, 169.0, 179.0, 199.0, 280.0, 280.0, 280.0, 320.0, 375.0, 450.0, 500.0, 1000.0, 5000.0, 10000.0]","ALPHA - the Holy Grail of Heart Rate (Look Ma, no hands!)",/projects/alphaheartrate/alpha-the-holy-grail-of-heart-rate-look-ma-no-hand
3118,121508.0,"
As a footwear company focused on keeping things simple since 1991, Simple concentrates on quality, comfort, and attention to detail.
",Simple Shoes,Footwear,usd,25000.0,"New York, NY",1366,"[99, 29, 175, 175, 75, 150, 172, 50, 150, 150, 33, 38, 10]","[15.0, 40.0, 55.0, 55.0, 70.0, 70.0, 75.0, 95.0, 110.0, 125.0, 155.0, 200.0, 350.0]",Simple Shoes : Help Get Quality Footwear Back on Your Feet,/projects/simpleshoes/simple-shoes-help-get-quality-footwear-back-on-you
3119,87334.0,"
Doug TenNapel Sketchbook vol. 2 is a hard bound collection of my work behind the work! This is how I make my sausage.
",TenNapel,Comics,usd,20000.0,"Franklin, TN",1365,"[125, 14, 191, 11, 183, 149, 195, 44, 166, 112, 15, 28, 19, 7, 19, 8, 8, 11, 4, 14, 2, 7, 3, 5, 1, 3, 0]","[15.0, 30.0, 30.0, 35.0, 35.0, 40.0, 40.0, 40.0, 50.0, 50.0, 50.0, 60.0, 90.0, 90.0, 100.0, 125.0, 125.0, 250.0, 250.0, 270.0, 300.0, 300.0, 350.0, 500.0, 500.0, 500.0, 1300.0]",Doug TenNapel Sketch Book Vol 2,/projects/1812253609/doug-tennapel-sketch-book-vol-2
3120,87334.0,"
Doug TenNapel Sketchbook vol. 2 is a hard bound collection of my work behind the work! This is how I make my sausage.
",TenNapel,Comics,usd,20000.0,"Franklin, TN",1365,"[125, 14, 191, 11, 183, 149, 195, 44, 166, 112, 15, 28, 19, 7, 19, 8, 8, 11, 4, 14, 2, 7, 3, 5, 1, 3, 0]","[15.0, 30.0, 30.0, 35.0, 35.0, 40.0, 40.0, 40.0, 50.0, 50.0, 50.0, 60.0, 90.0, 90.0, 100.0, 125.0, 125.0, 250.0, 250.0, 270.0, 300.0, 300.0, 350.0, 500.0, 500.0, 500.0, 1300.0]",Doug TenNapel Sketch Book Vol 2,/projects/1812253609/doug-tennapel-sketch-book-vol-2
3121,156781.0,"
Play both adventurer and dungeon master in an immersive 3D world!
",Free Range Games,Video Games,usd,150000.0,"Sausalito, CA",1365,"[57, 225, 120, 162, 62, 299, 48, 4, 150, 49, 26, 11, 14, 9, 12, 50, 7, 2, 1, 1, 3]","[1.0, 10.0, 17.0, 20.0, 35.0, 40.0, 50.0, 80.0, 90.0, 100.0, 120.0, 170.0, 250.0, 250.0, 250.0, 500.0, 1000.0, 2500.0, 5000.0, 5000.0, 10000.0]","Labyrinth, Collectible Card RPG",/projects/freerangegames/labyrinth-collectible-card-rpg
3122,97278.0,"
A book collecting the first year of the webcomic Camp Weedonwantcha!
",Katie Rice,Comic Books,usd,20000.0,"Seattle, WA",1365,"[20, 145, 394, 24, 292, 22, 83, 29, 211, 6, 79, 20, 10, 5, 5]","[5.0, 15.0, 35.0, 45.0, 55.0, 60.0, 75.0, 85.0, 100.0, 110.0, 125.0, 250.0, 350.0, 500.0, 1000.0]",Camp Weedonwantcha: Volume 1,/projects/1560803542/camp-weedonwantcha-volume-1
3123,57021.0,"
Deb Talan, the woman 1/2 of the Weepies, is making a solo record.
",Deb Talan,Country &amp; Folk,usd,30000.0,"Iowa City, IA",1364,"[427, 409, 233, 226, 10, 33, 3, 2, 0, 0, 0]","[10.0, 15.0, 25.0, 50.0, 100.0, 250.0, 500.0, 5000.0, 7500.0, 10000.0, 10000.0]",Deb Talan - LUCKY GIRL. The Weepies singer's solo record,/projects/debtalan/deb-talan-lucky-girl-the-weepies-singers-solo-reco
3124,51328.0,"
Dylan Saunders is gearing up to make a record combining elements of soul, funk, rock and pop. It can't happen without you.
",Dylan Saunders,Music,usd,30000.0,"Los Angeles, CA",1364,"[212, 81, 734, 53, 103, 70, 12, 1, 2, 1, 1, 1, 0, 0]","[5.0, 15.0, 25.0, 50.0, 75.0, 100.0, 250.0, 500.0, 750.0, 1000.0, 1500.0, 3000.0, 6000.0, 10000.0]",CONFLUENCE: the debut solo album from Dylan Saunders,/projects/756907223/confluence-the-debut-solo-album-from-dylan-saunder
3125,107542.0,"
reMIND is an award winning, all ages graphic novel in a beautiful full color, hard bound, numbered and signed book.
",Jason Brubaker,Graphic Novels,usd,24000.0,"Los Angeles, CA",1364,"[214, 6, 99, 11, 338, 19, 30, 389, 29, 50, 19, 65, 40, 10, 2, 5, 7, 3]","[25.0, 25.0, 40.0, 45.0, 50.0, 58.0, 60.0, 75.0, 75.0, 95.0, 113.0, 120.0, 125.0, 150.0, 225.0, 300.0, 600.0, 650.0]",reMIND: Volume 2 by Jason Brubaker,/projects/brubaker/remind-volume-2-and-box-set
3126,56264.0,"
The world's first hangable kid cup. No more dirty cup pile-ups! And kids can help themselves too! Introducing: PhillUp by Puj.
",Ben + Katie Richardson + Puj,Product Design,usd,30000.0,"Vancouver, WA",1364,"[35, 22, 28, 17, 37, 34, 105, 109, 734, 100, 44, 63, 7, 11, 2, 0, 0, 0]","[8.0, 8.0, 8.0, 8.0, 15.0, 15.0, 15.0, 15.0, 30.0, 39.0, 60.0, 85.0, 90.0, 110.0, 280.0, 1000.0, 5000.0, 10000.0]",World's First Hangable Kid Cup - PhillUp by Puj,/projects/901640396/worlds-first-hangable-kid-cup-phillup-by-puj
3127,49100.0,"
Universal 4 ports USB charger for iPhone, iPad, Android and other USB devices. Intelligent device detection for optimal charging.
",Skiva Technologies,Hardware,usd,25000.0,"Irving, TX",1364,"[23, 100, 300, 839, 97]","[1.0, 20.0, 22.0, 25.0, 75.0]",SmartQuad 4-Port (9.6 Amps / 48W) Travel USB Charger,/projects/853175871/smartquad-4-port-96-amps-48w-travel-usb-charger
3128,235965.0,"
The most comfy and stylish pants you'll ever own are lined entirely with Mulberry Silk. Comfort and style has evolved with McMacular.
",Casey J Davis,Fashion,usd,12500.0,"San Francisco, CA",1364,"[67, 110, 80, 300, 90, 193, 5, 25, 35, 230, 25, 110, 40, 14, 10, 3]","[5.0, 99.0, 108.0, 109.0, 118.0, 119.0, 128.0, 187.0, 199.0, 209.0, 287.0, 309.0, 409.0, 519.0, 599.0, 1049.0]","""The Greatest Pants Ever""",/projects/790055267/the-greatest-pants-ever
3129,77694.0,"
Coin-sized, powerful, affordable, open source wireless computer running Linux — created for professionals and enthusiasts
",Alexander Nikitin,DIY Electronics,nzd,33000.0,"Moscow, Russia",1363,"[24, 100, 100, 259, 32, 395, 90, 115, 100, 13, 106, 8]","[4.0, 19.0, 26.0, 26.0, 30.0, 33.0, 48.0, 63.0, 74.0, 74.0, 82.0, 372.0]",Unwired One (formely known as Black Swift),/projects/1133560316/black-swift-tiny-wireless-computer
3130,122407.0,"
The Milky Way reveals the real power vested in women's bodies and how that affects their babies - even the tiniest of preemies.
",Chantal Molnar,Documentary,usd,118000.0,"Los Angeles, CA",1363,"[34, 75, 68, 338, 229, 116, 123, 57, 66, 22, 14, 11, 5, 4, 5, 0, 7, 1, 0, 0, 0]","[1.0, 5.0, 10.0, 15.0, 25.0, 35.0, 50.0, 75.0, 100.0, 150.0, 200.0, 250.0, 300.0, 350.0, 500.0, 750.0, 1000.0, 2000.0, 2500.0, 5000.0, 10000.0]",The Milky Way Breastfeeding Film: Every Mother has a Story.,/projects/5176743/the-milky-way-movie-nursing-a-galactic-revolution
3131,56119.0,"
An A-to-Z picture book that introduces kids (and adults) to code terms from HTML & more with memorable rhymes and quirky creatures.
",Heather & Amie // Mnemonic Productions,Children's Books,usd,25000.0,"Portland, OR",1362,"[39, 712, 250, 254, 62, 16, 5, 3]","[3.0, 25.0, 35.0, 45.0, 100.0, 125.0, 500.0, 750.0]",The Wonderful World of Creatures & Code,/projects/1164329758/the-wonderful-world-of-creatures-and-code
3132,361764.0,"
Welcome to the Ice World!
",Japanime Games,Tabletop Games,usd,25000.0,"Seattle, WA",1362,"[47, 15, 7, 622, 159, 100, 51, 71, 147, 94, 38]","[1.0, 15.0, 45.0, 75.0, 175.0, 333.0, 333.0, 333.0, 333.0, 699.0, 699.0]",Krosmaster Arena Anime Miniatures Game - Frigost Expansion,/projects/370924922/krosmaster-arena-anime-miniatures-game-frigost-exp
3133,183232.0,"
ATOMS are a system of plug-n-play sensors, motors and logic blocks for kids and adults to make things that do amazing things.
","Seamless Toy Company, Inc.",Hardware,usd,100000.0,"Boulder, CO",1362,"[123, 28, 37, 158, 189, 182, 84, 100, 100, 325, 2, 0]","[1.0, 29.0, 29.0, 49.0, 59.0, 79.0, 119.0, 187.0, 189.0, 200.0, 5000.0, 10000.0]",ATOMS Express Toys,/projects/atoms/atoms-express-toys
3134,48438.0,"
Bones of the Coast is a 220-page full-colour comic anthology of horror inspired by the Pacific Northwest, featuring indie cartoonists!
",Cloudscape Comics,Anthologies,cad,29200.0,"Vancouver, Canada",1362,"[165, 943, 134, 51, 10, 18, 6, 2, 1, 5, 5, 1, 1, 3, 1, 0, 0, 0, 1]","[12.0, 19.0, 27.0, 46.0, 46.0, 69.0, 77.0, 77.0, 77.0, 77.0, 77.0, 116.0, 116.0, 124.0, 270.0, 270.0, 270.0, 270.0, 772.0]",Bones of the Coast - A Comic Anthology of West Coast Horror,/projects/cloudscape/bones-of-the-coast-a-comic-anthology-of-west-coast
3135,46652.0,"
A smart and compact ratchet with magnet for convenient assembling and easy operating. Integrate with multiple bits for everyday use.
",CYCOP,Product Design,usd,7000.0,"San Jose, CA",1362,"[75, 75, 123, 125, 67, 879, 0, 6]","[20.0, 22.0, 25.0, 27.0, 30.0, 32.0, 300.0, 330.0]",BiTool: Best Integrated Tool to ease your daily life,/projects/cycop-life/bitool-best-integrated-tool-to-ease-your-daily-lif
3136,86112.0,"
Myths of Central Asia come to life!
",MayAna Creatives,Animation,usd,85000.0,"Istanbul, Turkey",1361,"[280, 115, 437, 195, 122, 64, 10, 9, 9, 2, 0, 0]","[1.0, 5.0, 10.0, 25.0, 50.0, 100.0, 200.0, 350.0, 500.0, 1000.0, 5000.0, 10000.0]",Boerue - Shamanic Sci-Fi Animation Series,/projects/boerue/boerue-shamanic-sci-fi-animation-series
